Tanggal,NTU_Manggar,PH_Manggar,NTU_Teritip,PH_Teritip
2014-11-23,58.8,6.06,,
2014-11-24,61.2,6.25,,
2014-11-25,64.5,7.05,,
2014-11-26,66.7,6.54,,
2014-11-27,63.5,6.75,,
2014-11-28,68.3,6.8,,
2014-11-29,67.3,5.98,,
2014-11-30,66.3,6.76,,
2014-12-01,79,6.85,,
2014-12-02,95.6,6.77,,
2014-12-03,84,6.82,,
2014-12-04,84.6,5.32,,
2014-12-05,84.4,6.53,,
2014-12-06,87.8,6.36,,
2014-12-07,91.9,5.87,,
2014-12-08,85.8,5.61,,
2014-12-09,81,5.61,,
2014-12-10,79.7,6.21,,
2014-12-11,83.2,6.18,,
2014-12-12,89.6,6.29,,
2014-12-13,78.3,5.51,,
2014-12-14,78.6,5.59,,
2014-12-15,76.6,5.55,,
2014-12-16,78.3,6.31,,
2014-12-17,74.5,6.11,,
2014-12-18,79,6.5,,
2014-12-19,80.1,5.47,,
2014-12-20,83.7,5.43,,
2014-12-21,93.7,5.29,,
2014-12-22,84.8,6.38,,
2014-12-23,86.8,5.3,,
2014-12-24,90.3,5.22,,
2014-12-25,91.5,4.95,,
2014-12-26,84.3,4.84,,
2014-12-27,80.6,5.18,,
2014-12-28,81.7,5.82,,
2014-12-29,80.5,,,
2014-12-30,74.7,5.74,,
2014-12-31,73.4,5.11,,
2015-01-01,72.4,5.19,,
2015-01-02,68.6,5.8,,
2015-01-03,63.1,6.09,,
2015-01-04,61.7,6.13,,
2015-01-05,61.7,6,,
2015-01-06,61.1,5.25,,
2015-01-07,68.5,5.7,,
2015-01-08,67,5.55,,
2015-01-09,66.1,6.05,,
2015-01-10,66.3,5.97,,
2015-01-11,68.1,6.33,,
2015-01-12,67.9,6.39,,
2015-01-13,67.9,5.91,,
2015-01-14,65.3,6.09,,
2015-01-15,62.6,6.36,,
2015-01-16,63.7,6.32,,
2015-01-17,62.2,6.17,,
2015-01-18,58.4,6.25,,
2015-01-19,60.1,6,,
2015-01-20,61.6,5.79,,
2015-01-21,62,5.66,,
2015-01-22,62.2,6.04,,
2015-01-23,62.4,5.42,,
2015-01-24,66,5.36,,
2015-01-25,61.6,5.27,,
2015-01-26,62.4,5.9,,
2015-01-27,60.8,6.09,,
2015-01-28,59.9,6.17,,
2015-01-29,61.2,6.07,,
2015-01-30,62.6,5.37,,
2015-01-31,65,5.35,,
2015-02-01,69,5.24,,
2015-02-02,69,5.72,,
2015-02-03,80.2,5.81,,
2015-02-04,70.4,5.26,,
2015-02-05,74.8,4.96,,
2015-02-06,72.2,5.46,,
2015-02-07,83.4,5.66,,
2015-02-08,69.8,6.37,,
2015-02-09,67.9,5.92,,
2015-02-10,67.2,5.81,,
2015-02-11,63.6,6.17,,
2015-02-12,63.5,6.01,,
2015-02-13,63.6,5.47,,
2015-02-14,63.5,5.71,,
2015-02-15,63.5,6.21,,
2015-02-16,59.5,5.53,,
2015-02-17,58.7,5.79,,
2015-02-18,59.5,5.64,,
2015-02-19,58.4,5.23,,
2015-02-20,55.8,5.51,,
2015-02-21,57.9,5.23,,
2015-02-22,53.5,5.37,,
2015-02-23,52.9,5.65,,
2015-02-24,50.6,5.45,,
2015-02-25,52.3,5.66,,
2015-02-26,49.4,5.68,,
2015-02-27,46.2,5.81,,
2015-02-28,46.8,5.98,,
2015-03-01,48.6,5.89,,
2015-03-02,46.2,6,,
2015-03-03,45.8,5.79,,
2015-03-04,45.5,5.77,,
2015-03-05,42.4,5.76,,
2015-03-06,42.4,5.8,,
2015-03-07,40.6,5.82,,
2015-03-08,42.3,5.76,,
2015-03-09,40.3,5.85,,
2015-03-10,38.3,5.91,,
2015-03-11,37.8,5.92,,
2015-03-12,37.3,6,,
2015-03-13,48.3,5.73,,
2015-03-14,47.3,5.82,,
2015-03-15,41.3,5.82,,
2015-03-16,40.5,5.81,,
2015-03-17,38.3,5.89,,
2015-03-18,41.6,5.73,,
2015-03-19,33.6,5.97,,
2015-03-20,32.8,5.89,,
2015-03-21,33.7,5.7,,
2015-03-22,29.7,6,,
2015-03-23,33.7,5.93,,
2015-03-24,29.3,5.9,,
2015-03-25,30.1,5.77,,
2015-03-26,28.7,5.94,,
2015-03-27,27.6,5.81,,
2015-03-28,37.9,5.74,,
2015-03-29,36.3,5.66,,
2015-03-30,37.8,5.81,,
2015-03-31,35,5.94,,
2015-04-01,35.3,5.91,,
2015-04-02,32.8,6.1,,
2015-04-03,30.7,5.87,,
2015-04-04,28.3,6.21,,
2015-04-05,34.7,5.81,,
2015-04-06,27.8,6.1,,
2015-04-07,36.9,5.63,,
2015-04-08,31.2,5.95,,
2015-04-09,25.4,5.92,,
2015-04-10,28.5,5.93,,
2015-04-11,27.9,5.95,,
2015-04-12,33.1,5.98,,
2015-04-13,37,5.52,,
2015-04-14,27.8,5.52,,
2015-04-15,31.8,5.3,,
2015-04-16,32.2,5.85,,
2015-04-17,35.1,5.73,,
2015-04-18,43.3,5.81,,
2015-04-19,35.3,5.91,,
2015-04-20,28.9,5.84,,
2015-04-21,30.4,5.78,,
2015-04-22,39.9,5.81,,
2015-04-23,43.4,5.64,,
2015-04-24,43,5.7,,
2015-04-25,32.8,6.09,,
2015-04-26,33.6,5.64,,
2015-04-27,32,5.93,,
2015-04-28,30.5,5.96,,
2015-04-29,37.8,5.91,,
2015-04-30,40.5,5.67,,
2015-05-01,44.8,5.88,,
2015-05-02,37.2,5.92,,
2015-05-03,31.5,5.79,,
2015-05-04,34.3,5.55,,
2015-05-05,38.8,5.57,,
2015-05-06,43.1,5.6,,
2015-05-07,35.7,5.7,,
2015-05-08,31.6,5.45,,
2015-05-09,30.6,5.93,,
