Tanggal,NTU_Manggar,PH_Manggar,NTU_Teritip,PH_Teritip
2016-12-01,7.18,6.52,,
2016-12-02,7.22,6.45,,
2016-12-03,7.33,6.38,,
2016-12-04,7.27,5.89,,
2016-12-05,11.7,6.12,,
2016-12-06,9.12,6.11,,
2016-12-07,12.1,6.2,,
2016-12-08,9.88,6.18,,
2016-12-09,8.37,6.24,,
2016-12-10,7.03,6.3,,
2016-12-11,7.89,6.01,,
2016-12-12,7.66,6.13,,
2016-12-13,16.2,5.76,,
2016-12-14,9.62,5.87,,
2016-12-15,21.4,5.81,,
2016-12-16,19.3,5.63,,
2016-12-17,27.8,5.67,,
2016-12-18,19.8,5.85,,
2016-12-19,20.1,5.83,,
2016-12-20,25.2,5.85,,
2016-12-21,22.54,6.02,,
2016-12-22,18.7,6.05,,
2016-12-23,19,6.02,,
2016-12-24,21.1,6.16,,
2016-12-25,16.8,6.27,,
2016-12-26,16.6,6.29,,
2016-12-27,14.1,6.1,,
2016-12-28,18.23,6.2,,
2016-12-29,21.98,6.15,,
2016-12-30,23.56,6.11,,
2016-12-31,27.1,6,,
2017-01-01,27,5.95,,
2017-01-02,27.4,5.98,,
2017-01-03,25.7,6.02,,
2017-01-04,22.5,6.05,,
2017-01-05,35.9,5.88,,
2017-01-06,41.5,5.98,,
2017-01-07,44.4,5.94,,
2017-01-08,34.7,6.04,,
2017-01-09,44.2,6.04,,
2017-01-10,47.7,5.9,,
2017-01-11,41.1,5.89,,
2017-01-12,41.2,6.08,,
2017-01-13,30.2,6.07,,
2017-01-14,32.2,6.04,,
2017-01-15,42.6,6.01,,
2017-01-16,33.2,5.92,,
2017-01-17,26.4,6.14,,
2017-01-18,33.4,5.98,,
2017-01-19,36.6,6.26,,
2017-01-20,37.8,6.24,,
2017-01-21,38.5,5.99,,
2017-01-22,38.1,6.05,,
2017-01-23,35.4,6.1,,
2017-01-24,36.1,6.28,,
2017-01-25,36.7,6.2,,
2017-01-26,45.8,6,,
2017-01-27,43.1,6.05,,
2017-01-28,52.6,6.09,,
2017-01-29,65.8,5.93,,
2017-01-30,65.1,5.86,,
2017-01-31,46.5,6.15,,
2017-02-01,43.3,6,,
2017-02-02,41.21,6.15,,
2017-02-03,35.6,6.21,,
2017-02-04,35.7,6.21,,
2017-02-05,34.2,6.27,,
2017-02-06,33.5,6.13,,
2017-02-07,34,6.32,,
2017-02-08,33,6.28,,
2017-02-09,30.17,6.34,,
2017-02-10,24.4,6.4,,
2017-02-11,28.1,6.48,,
2017-02-12,25.1,6.25,,
2017-02-13,22,6.41,,
2017-02-14,26.2,6.29,,
2017-02-15,25,6.21,,
2017-02-16,24.66,6.14,,
2017-02-17,23.9,6.14,,
2017-02-18,20.4,6.28,,
2017-02-19,19.2,6.32,,
2017-02-20,21.5,6.46,,
2017-02-21,26.8,5.98,,
2017-02-22,29.4,5.86,,
2017-02-23,31.7,6.03,,
2017-02-24,29,5.94,,
2017-02-25,39.1,5.9,,
2017-02-26,30.6,6.05,,
2017-02-27,32.3,5.99,,
2017-02-28,35.6,5.88,,
2017-03-01,28.9,6,,
2017-03-02,35.3,6.15,,
2017-03-03,33.4,6.21,,
2017-03-04,34,5.96,,
2017-03-05,20.6,5.87,,
2017-03-06,19.9,5.97,,
2017-03-07,19.6,6,,
2017-03-08,17.2,6.14,,
2017-03-09,13.2,6.19,,
2017-03-10,19.6,6.01,,
2017-03-11,20.1,6.07,,
2017-03-12,16,6.25,,
2017-03-13,18.4,6.1,,
2017-03-14,18.5,5.97,,
2017-03-15,18.7,6.14,,
2017-03-16,14.1,6.17,,
2017-03-17,15,6.1,,
2017-03-18,12.65,6.04,,
2017-03-19,9.92,6.08,,
2017-03-20,9.92,6.08,,
2017-03-21,9.96,6.14,,
2017-03-22,14,6.19,,
2017-03-23,12.8,6.09,,
2017-03-24,10.4,6.03,,
2017-03-25,9.21,6.1,,
2017-03-26,9.08,6.26,,
2017-03-27,10.8,6.1,,
2017-03-28,11.2,6,,
2017-03-29,8.57,6.3,,
2017-03-30,8.81,6.18,,
2017-03-31,8.89,6.05,,
2017-04-01,8.64,6.15,,
2017-04-02,7.77,6.05,,
2017-04-03,7.01,6.15,,
2017-04-04,8.56,6.08,,
2017-04-05,7.4,6.21,,
2017-04-06,7.45,6.05,,
2017-04-07,11.2,6.2,,
2017-04-08,7.2,6.32,,
2017-04-09,6.92,6.25,,
2017-04-10,6.96,6.19,,
2017-04-11,14.4,6.09,,
2017-04-12,16.7,6.08,,
2017-04-13,14.6,6.17,,
2017-04-14,22.2,6.04,,
2017-04-15,14.2,6.29,,
2017-04-16,12.54,6.3,,
2017-04-17,11.4,6.45,,
2017-04-18,15.21,6.15,,
2017-04-19,17.2,6.2,,
2017-04-20,15.5,6.17,,
2017-04-21,19.9,5.99,,
2017-04-22,19.8,6.08,,
2017-04-23,12.1,6.15,,
2017-04-24,10.2,6.33,,
2017-04-25,9.77,6.48,,
2017-04-26,18.8,6.1,,
2017-04-27,17.4,6.2,,
2017-04-28,10.9,6.3,,
2017-04-29,11,6.31,,
2017-04-30,9.8,6.29,,
2017-05-01,13.5,6.15,,
2017-05-02,8.02,6.4,,
2017-05-03,18.9,6.18,,
2017-05-04,25.6,6.13,,
2017-05-05,36.5,5.91,,
2017-05-06,22,6.13,,
2017-05-07,16.9,6.23,,
2017-05-08,28,6.1,,
2017-05-09,36.9,6.1,,
2017-05-10,26.5,6.08,,
2017-05-11,33.3,6.12,,
2017-05-12,24.9,6.25,,
2017-05-13,30.2,6.18,,
2017-05-14,34,6.17,,
2017-05-15,17.2,6.15,,
2017-05-16,16.8,6.39,,
2017-05-17,29.2,6.03,,
2017-05-18,19.8,6.15,,
2017-05-19,22.9,6.19,,
2017-05-20,25.5,6.14,,
2017-05-21,16.4,6.34,,
2017-05-22,17.3,6.3,,
2017-05-23,16.2,6.2,,
2017-05-24,16.3,6.35,,
2017-05-25,14.8,6.46,,
2017-05-26,13.2,6.4,,
2017-05-27,12,6.32,,
2017-05-28,19.6,6.23,,
2017-05-29,15.1,6.22,,
2017-05-30,21.5,6.03,,
2017-05-31,18.1,6.25,,
2017-06-01,13.1,6.27,,
2017-06-02,15.54,6.4,,
2017-06-03,20.4,6.11,,
2017-06-04,18.6,6.2,,
2017-06-05,17.5,6.19,,
2017-06-06,24.4,6.02,,
2017-06-07,19.2,6.1,,
2017-06-08,18.2,6.23,,
2017-06-09,29.2,6.13,,
2017-06-10,15.3,6.2,,
2017-06-11,15.3,6.11,,
2017-06-12,12.4,6.37,,
2017-06-13,17.2,6.15,,
2017-06-14,31.5,6.06,,
2017-06-15,20.3,6.16,,
2017-06-16,19.8,6.11,,
2017-06-17,16.8,6.18,,
2017-06-18,18.2,6.22,,
2017-06-19,19.3,6.28,,
2017-06-20,20,6.24,,
2017-06-21,18.7,6.08,,
2017-06-22,23.3,5.98,,
2017-06-23,20.6,6.03,,
2017-06-24,21.8,6.17,,
2017-06-25,29.3,6.12,,
2017-06-26,13.9,6.26,,
2017-06-27,8.9,6.5,,
2017-06-28,8.82,6.66,,
2017-06-29,7.7,6.5,,
2017-06-30,8.5,6.42,,
2017-07-01,8.1,6.45,,
2017-07-02,6.78,6.42,,
2017-07-03,7.22,6.39,,
2017-07-04,9.46,6.12,,
2017-07-05,11.25,6.12,,
2017-07-06,8.79,6.24,,
2017-07-07,9.75,6.15,,
2017-07-08,13.1,6.1,,
2017-07-09,9.51,6.14,,
2017-07-10,11.5,6.12,,
2017-07-11,11,6.05,,
2017-07-12,10.9,6,,
2017-07-13,10.25,6.02,,
2017-07-14,9.72,6.13,,
2017-07-15,9.81,5.95,,
2017-07-16,7.55,6.21,,
2017-07-17,7.49,6.14,,
2017-07-18,9.45,6.18,,
2017-07-19,9.16,6.02,,
2017-07-20,9.1,6.14,,
2017-07-21,7.1,6.13,,
2017-07-22,8.28,6.24,,
2017-07-23,7.54,6.13,,
2017-07-24,7.42,6.35,,
2017-07-25,7.84,6.12,,
2017-07-26,7.82,6.17,,
2017-07-27,6.85,6.22,,
2017-07-28,5.56,6.38,,
2017-07-29,6.82,6.17,,
2017-07-30,6.54,6.31,,
2017-07-31,5.38,6.35,,
2017-08-01,5.9,6.3,,
2017-08-02,7.1,6.21,,
2017-08-03,5.31,6.35,,
2017-08-04,17.8,6.3,,
2017-08-05,6.2,6.4,,
2017-08-06,5.42,6.32,,
2017-08-07,5.52,6.38,,
2017-08-08,5.58,6.28,,
2017-08-09,7.47,6.26,,
2017-08-10,6.78,6.23,,
2017-08-11,11.1,6.13,,
2017-08-12,8.98,6.19,,
2017-08-13,8.35,6.36,,
2017-08-14,8.25,6.5,,
2017-08-15,10.7,6.24,,
2017-08-16,15.6,6.22,,
2017-08-17,20.8,6.15,,
2017-08-18,11.9,6.26,,
2017-08-19,12.3,6.26,,
2017-08-20,10.5,6.28,,
2017-08-21,10.4,6.17,,
2017-08-22,13.2,6.24,,
2017-08-23,13,6.25,,
2017-08-24,10.9,6.31,,
2017-08-25,20,6.24,,
2017-08-26,31.5,6.21,,
2017-08-27,23.1,6.21,,
2017-08-28,14.1,6.33,,
2017-08-29,15.8,6.37,,
2017-08-30,13.5,6.4,,
2017-08-31,14,6.33,,
2017-09-01,15.3,6.22,,
2017-09-02,12.9,6.27,,
2017-09-03,11.6,6.47,,
2017-09-04,11,6.41,,
2017-09-05,10.4,6.62,,
2017-09-06,13.7,6.25,,
2017-09-07,14.5,6.36,,
2017-09-08,10.3,6.32,,
2017-09-09,9.32,6.48,,
2017-09-10,9.58,6.37,,
2017-09-11,9.56,6.35,,
2017-09-12,15.4,6.28,,
2017-09-13,14,6.17,,
2017-09-14,11.9,6.25,,
2017-09-15,9.96,6.31,,
2017-09-16,8.9,6.53,,
2017-09-17,7.45,6.45,,
2017-09-18,7.52,6.37,,
2017-09-19,8.96,6.2,,
2017-09-20,10,6.28,,
2017-09-21,15.1,6.25,,
2017-09-22,13.5,6.35,,
2017-09-23,12.2,6.4,,
2017-09-24,10,6.42,,
2017-09-25,10.4,6.31,,
2017-09-26,8.87,6.46,,
2017-09-27,7.98,6.41,,
2017-09-28,6.9,6.54,,
2017-09-29,6.35,6.66,,
2017-09-30,9.2,6.41,,
2017-10-01,7.05,6.61,,
2017-10-02,8.33,6.37,,
2017-10-03,7.11,6.51,,
2017-10-04,6.4,6.62,,
2017-10-05,5.21,6.86,,
2017-10-06,6.4,6.6,,
2017-10-07,4.6899999999999995,6.6,,
2017-10-08,7.11,6.19,,
2017-10-09,6.48,6.3,,
2017-10-10,6.58,6.3,,
2017-10-11,6.72,6.27,,
2017-10-12,6.3,6.32,,
2017-10-13,6.38,6.28,,
2017-10-14,7.97,6.15,,
2017-10-15,6.22,6.25,,
2017-10-16,6.2,6.35,,
2017-10-17,5.7,6.4,,
2017-10-18,5.75,6.42,,
2017-10-19,6.51,6.3,,
2017-10-20,5.71,6.29,,
2017-10-21,5.75,6.37,,
2017-10-22,6.04,6.29,,
2017-10-23,5.21,6.31,,
2017-10-24,4.95,6.22,,
2017-10-25,4.62,6.35,,
2017-10-26,4.21,6.43,,
2017-10-27,3.57,6.27,,
2017-10-28,4.12,6.58,,
2017-10-29,3.7,6.5,,
2017-10-30,3.75,6.4,,
2017-10-31,3.65,6.46,,
2017-11-01,3.83,6.48,,
2017-11-02,3.56,6.46,,
2017-11-03,5.06,6.29,,
2017-11-04,3.79,6.39,,
2017-11-05,3.45,6.51,,
2017-11-06,0.64,6.47,,
2017-11-07,4.16,6.25,,
2017-11-08,3.32,6.42,,
2017-11-09,3.15,6.46,,
2017-11-10,4.23,6.51,,
2017-11-11,3.6,6.39,,
2017-11-12,5.17,6.33,,
2017-11-13,3.84,6.38,,
2017-11-14,5.62,6.34,,
2017-11-15,4.67,6.33,,
2017-11-16,5.04,6.35,,
2017-11-17,4.74,6.3,,
2017-11-18,4.42,6.35,,
2017-11-19,4.56,6.31,,
2017-11-20,3.47,6.74,,
2017-11-21,3.21,6.53,,
2017-11-22,3.88,6.56,,
2017-11-23,3.6,6.6,,
2017-11-24,3.65,6.59,,
2017-11-25,3.51,6.51,,
2017-11-26,3.99,6.61,,
2017-11-27,4.42,6.46,,
2017-11-28,3.98,6.46,,
2017-11-29,5.51,6.56,,
2017-11-30,5.39,6.44,,
2017-12-01,5.2,6.4,,
2017-12-02,5.26,6.61,,
2017-12-03,7.4,6.34,,
2017-12-04,6.79,6.43,,
2017-12-05,6.08,6.4,,
2017-12-06,6.35,6.43,,
2017-12-07,8.12,6.37,,
2017-12-08,9.84,6.34,,
2017-12-09,9.82,6.37,,
2017-12-10,10.2,6.37,,
2017-12-11,8.81,6.49,,
2017-12-12,7.93,6.49,,
2017-12-13,7.36,6.57,,
2017-12-14,6.64,6.54,,
2017-12-15,6.6,6.55,,
2017-12-16,6.4,6.55,,
2017-12-17,6.4,6.5,,
2017-12-18,6.9,6.34,,
2017-12-19,6.55,6.51,,
2017-12-20,7.86,6.28,,
2017-12-21,12,6.3,,
2017-12-22,9.95,6.39,,
2017-12-23,9.15,6.45,,
2017-12-24,8.19,6.5,,
2017-12-25,7.12,6.61,,
2017-12-26,6.12,6.7,,
2017-12-27,4.92,6.66,,
2017-12-28,5.75,6.51,,
2017-12-29,5.78,6.45,,
2017-12-30,5.42,6.29,,
2017-12-31,5.14,6.29,,
2018-01-01,4.61,6.56,,
2018-01-02,4.77,6.62,,
2018-01-03,6.53,6.36,,
2018-01-04,9.93,6.24,,
2018-01-06,7.08,6.54,,
2018-01-07,6.86,6.53,,
2018-01-08,6.3,6.48,,
2018-01-09,6.88,6.38,,
2018-01-10,6.05,6.5,,
2018-01-11,6.08,6.29,,
2018-01-12,5.74,6.68,,
2018-01-13,5.43,6.55,,
2018-01-14,7.48,6.37,,
2018-01-15,5.95,6.44,,
2018-01-16,5.86,6.45,,
2018-01-17,8.47,6.25,,
2018-01-18,5.43,6.68,,
2018-01-19,4.69,6.56,,
2018-01-20,5.75,6.46,,
2018-01-21,5.28,6.48,,
2018-01-22,5.21,6.53,,
2018-01-23,5.23,6.98,,
2018-01-24,6.67,6.34,,
2018-01-25,6.68,6.32,,
2018-01-26,4.47,6.62,,
2018-01-27,4.56,6.56,,
2018-01-28,4.21,6.54,,
2018-01-29,3.97,6.75,,
2018-01-30,4.11,6.88,,
2018-01-31,3.98,6.87,,
2018-02-01,5.7,6.44,,
2018-02-02,6.31,6.46,,
2018-02-03,6.03,6.5,,
2018-02-04,5.81,6.49,,
2018-02-05,6.33,6.44,,
2018-02-06,6.35,6.57,,
2018-02-07,6.33,6.57,,
2018-02-08,6.74,6.62,,
2018-02-09,13.2,6.4,,
2018-02-10,12.09,6.36,,
2018-02-11,11.6,6.53,,
2018-02-12,9.97,6.5,,
2018-02-14,7.98,6.55,,
2018-02-15,7.98,6.45,,
2018-02-16,7.91,6.53,,
2018-02-17,8.61,6.61,,
2018-02-18,7.63,6.54,,
2018-02-19,7,6.58,,
2018-02-20,7.29,6.62,,
2018-02-21,6.73,6.56,,
2018-02-22,8.16,6.69,,
2018-02-23,7.55,6.56,,
2018-02-24,6.65,6.53,,
2018-02-25,9.78,6.54,,
2018-02-26,9.21,6.36,,
2018-02-27,13.2,6.22,,
2018-02-28,7.63,6.47,,
2018-03-01,7.08,6,,
2018-03-02,6.86,6.15,,
2018-03-03,6.3,6.21,,
2018-03-04,6.88,5.96,,
2018-03-05,6.05,5.87,,
2018-03-06,6.08,5.97,,
2018-03-07,5.74,6,,
2018-03-08,5.43,6.14,,
2018-03-09,7.48,6.19,,
2018-03-10,5.95,6.01,,
2018-03-11,5.86,6.07,,
2018-03-12,8.47,6.25,,
2018-03-13,5.43,6.1,,
2018-03-14,4.69,6.45,,
2018-03-15,5.75,6.14,,
2018-03-16,5.28,6.17,,
2018-03-17,5.21,6.1,,
2018-03-18,8.34,6.04,,
2018-03-19,9.92,6.08,,
2018-03-20,9.92,6.08,,
2018-03-21,9.96,6.14,,
2018-03-22,14,6.19,,
2018-03-23,12.8,6.09,,
2018-03-24,10.4,6.03,,
2018-03-25,9.21,6.1,,
2018-03-26,9.08,6.26,,
2018-03-27,10.8,6.1,,
2018-03-28,11.2,6,,
2018-03-29,8.57,6.3,,
2018-03-30,8.81,6.18,,
2018-03-31,8.89,6.05,,
2018-04-01,9.13,6.47,,
2018-04-02,8.69,6.52,,
2018-04-03,12.9,6.29,,
2018-04-04,9.2,6.42,,
2018-04-05,10.7,6.39,,
2018-04-06,11.8,6.38,,
2018-04-07,9.72,6.43,,
2018-04-08,8.9,6.49,,
2018-04-09,8.5,6.52,,
2018-04-10,8.06,6.54,,
2018-04-11,6.45,6.68,,
2018-04-12,6.97,6.62,,
2018-04-13,6.75,6.62,,
2018-04-14,8,6.54,,
2018-04-15,7.21,6.57,,
2018-04-16,6.4,6.69,,
2018-04-17,6.29,6.7,,
2018-04-18,6.71,6.56,,
2018-04-19,6.28,6.57,,
2018-04-20,9.51,6.38,,
2018-04-21,9.09,6.43,,
2018-04-22,11,6.31,,
2018-04-23,9.94,6.46,,
2018-04-24,8.97,6.44,,
2018-04-25,7.84,6.45,,
2018-04-26,8.41,6.4,,
2018-04-27,10.5,6.35,,
2018-04-28,10.2,6.35,,
2018-04-29,9.62,6.49,,
2018-04-30,9.4,6.49,,
2018-05-01,8.6,6.55,,
2018-05-02,8.6,6.48,,
2018-05-03,8.61,6.47,,
2018-05-04,8.03,6.49,,
2018-05-05,7.72,6.58,,
2018-05-06,7.28,6.61,,
2018-05-07,6.48,6.57,,
2018-05-08,5.92,6.58,,
2018-05-09,5.92,6.55,,
2018-05-10,6.08,6.6,,
2018-05-11,5.21,6.58,,
2018-05-12,6.38,6.57,,
2018-05-13,6.07,6.51,,
2018-05-14,5.86,6.47,,
2018-05-15,5.6,6.56,,
2018-05-16,6.21,6.57,,
2018-05-17,18.3,6.42,,
2018-05-18,24.8,6.45,,
2018-05-19,17.2,6.5,,
2018-05-20,17.2,6.4,,
2018-05-21,12.6,6.54,,
2018-05-22,11.2,6.5,,
2018-05-23,19.6,6.63,,
2018-05-24,19.7,6.7,,
2018-05-25,11.2,6.5,,
2018-05-26,15.5,6.22,,
2018-05-27,16.6,6.51,,
2018-05-28,5.8,6.75,,
2018-05-29,14.8,6.49,,
2018-05-30,9.1,6.44,,
2018-05-31,7.63,6.5,,
2018-06-01,5.92,6.58,,
2018-06-02,5.92,6.55,,
2018-06-03,6.08,6.6,,
2018-06-04,5.21,6.58,,
2018-06-05,6.38,6.57,,
2018-06-06,6.07,6.51,,
2018-06-07,5.86,6.47,,
2018-06-08,5.6,6.56,,
2018-06-09,6.21,6.57,,
2018-06-10,18.3,6.42,,
2018-06-11,9.13,6.47,,
2018-06-12,8.69,6.52,,
2018-06-13,12.9,6.29,,
2018-06-14,9.2,6.42,,
2018-06-15,10.7,6.39,,
2018-06-16,11.8,6.38,,
2018-06-17,9.72,6.43,,
2018-06-18,8.9,6.49,,
2018-06-19,8.5,6.52,,
2018-06-20,8.06,6.54,,
2018-06-21,6.45,6.68,,
2018-06-22,6.97,6.62,,
2018-06-23,6.75,6.62,,
2018-06-24,6.71,6.56,,
2018-06-25,6.28,6.57,,
2018-06-26,9.51,6.38,,
2018-06-27,9.09,6.43,,
2018-06-28,11,6.31,,
2018-06-29,9.94,6.46,,
2018-06-30,5.86,6.47,,
2018-07-01,7.41,6.53,,
2018-07-02,5.18,6.63,,
2018-07-03,6.09,6.57,,
2018-07-04,5.74,6.57,,
2018-07-05,7.11,6.53,,
2018-07-06,7.11,6.43,,
2018-07-07,7.66,6.57,,
2018-07-08,9.62,6.56,,
2018-07-09,9.06,6.58,,
2018-07-10,9.97,5.9,,
2018-07-11,9.51,6.61,,
2018-07-12,9.35,6.69,,
2018-07-13,8.78,6.67,,
2018-07-14,8.21,6.74,,
2018-07-15,7.32,6.6,,
2018-07-16,7.01,6.76,,
2018-07-17,6.71,6.48,,
2018-07-18,7.72,6.65,,
2018-07-19,6.5,6.76,,
2018-07-20,6.3,6.76,,
2018-07-21,6.05,6.75,,
2018-07-22,5.11,6.56,,
2018-07-23,6.44,6.83,,
2018-07-24,5.33,6.8,,
2018-07-25,4.47,6.79,,
2018-07-26,5.56,6.7,,
2018-07-27,5.91,6.67,,
2018-07-28,4.98,6.73,,
2018-07-29,4.64,6.63,,
2018-07-30,4.93,6.63,,
2018-07-31,4.9,6.69,,
2018-08-01,5.8,6.69,,
2018-08-02,7.06,6.75,,
2018-08-03,5.27,6.79,,
2018-08-04,5.08,6.81,,
2018-08-05,4.79,6.73,,
2018-08-06,6.1,6.82,,
2018-08-07,6.11,6.83,,
2018-08-08,6.21,6.79,,
2018-08-09,6.15,6.8,,
2018-08-10,6.05,6.87,,
2018-08-11,8.31,6.71,,
2018-08-12,8,6.69,,
2018-08-13,6.9,6.86,,
2018-08-14,7.02,6.9,,
2018-08-15,7.02,6.76,,
2018-08-16,7.1,6.67,,
2018-08-17,6.89,6.6,,
2018-08-18,6.92,6.74,,
2018-08-19,6.76,6.72,,
2018-08-20,6.77,6.81,,
2018-08-21,6.5,6.67,,
2018-08-22,6.18,6.64,,
2018-08-23,5.68,6.91,,
2018-08-24,6.08,6.76,,
2018-08-25,5.7,6.84,,
2018-08-26,7.3,6.64,,
2018-08-27,7.3,6.64,,
2018-08-28,5.51,6.68,,
2018-08-29,5.46,6.65,,
2018-08-30,5.75,6.82,,
2018-08-31,6.14,6.8,,
2018-09-01,5.97,6.72,,
2018-09-02,5.56,6.53,,
2018-09-03,5.53,6.58,,
2018-09-04,5.17,6.53,,
2018-09-05,5.4,6.75,,
2018-09-06,6.3,6.76,,
2018-09-07,5.7,6.61,,
2018-09-08,5.35,6.54,,
2018-09-09,5.56,6.75,,
2018-09-10,5.57,6.75,,
2018-09-11,5.74,6.7,,
2018-09-12,5.7,6.74,,
2018-09-13,5.81,6.53,,
2018-09-14,5.54,6.52,,
2018-09-15,5.67,6.74,,
2018-09-16,5.88,6.91,,
2018-09-17,5.87,6.76,,
2018-09-18,5.4,6.68,,
2018-09-19,6.38,6.71,,
2018-09-20,6.59,6.74,,
2018-09-21,6.43,6.67,,
2018-09-22,5.8,6.69,,
2018-09-23,7.06,6.75,,
2018-09-24,5.27,6.79,,
2018-09-25,5.08,6.81,,
2018-09-26,4.79,6.73,,
2018-09-27,6.1,6.82,,
2018-09-28,6.11,6.83,,
2018-09-29,6.21,6.79,,
2018-09-30,6.15,6.8,,
2018-10-01,7.4,6.52,,
2018-10-02,6.61,6.7,,
2018-10-03,6.6,7.24,,
2018-10-04,6.64,6.47,,
2018-10-05,7.71,6.69,,
2018-10-06,9.5,6.58,,
2018-10-07,14.2,6.64,,
2018-10-08,11.7,6.35,,
2018-10-09,9.61,6.48,,
2018-10-10,9.15,6.52,,
2018-10-11,13,6.17,,
2018-10-12,10.2,6.5,,
2018-10-13,9.46,6.38,,
2018-10-14,7.84,6.33,,
2018-10-15,8.73,6.36,,
2018-10-16,8.47,6.4,,
2018-10-17,7.65,6.63,,
2018-10-18,7.43,6.47,,
2018-10-19,8.02,6.47,,
2018-10-20,9.08,6.56,,
2018-10-21,7.58,6.59,,
2018-10-22,6.93,6.68,,
2018-10-23,7.34,6.45,,
2018-10-24,7,6.4,,
2018-10-25,6.3,6.51,,
2018-10-26,8.38,6.51,,
2018-10-27,9.06,6.43,,
2018-10-28,8.5,6.38,,
2018-10-29,7.97,6.45,,
2018-10-30,7.47,6.59,,
2018-10-31,7.47,6.46,,
2018-11-01,6.48,6.47,,
2018-11-02,6.83,6.55,,
2018-11-03,7.18,6.58,,
2018-11-04,8,6.53,,
2018-11-05,7.3,6.43,,
2018-11-06,7.5,6.4,,
2018-11-07,28.5,6.35,,
2018-11-08,5.21,6.13,,
2018-11-09,37.1,6.11,,
2018-11-10,25.4,6.12,,
2018-11-11,29.5,6.08,,
2018-11-12,17.7,6.26,,
2018-11-13,24.7,6.15,,
2018-11-14,12.8,6.39,,
2018-11-15,25.3,6.04,,
2018-11-16,16.2,6.3,,
2018-11-17,10.4,6.88,,
2018-11-18,14.5,6.62,,
2018-11-19,17.4,6.32,,
2018-11-20,25.2,6.35,,
2018-11-21,17.1,6.41,,
2018-11-22,13.9,6.56,,
2018-11-23,14.4,6.65,,
2018-11-24,15,6.36,,
2018-11-25,17.9,6.69,,
2018-11-26,14.1,6.33,,
2018-11-27,22.6,6.15,,
2018-11-28,38.4,6.08,,
2018-11-29,45.02,6.14,,
2018-11-30,22.2,6.29,,
2018-12-01,14.5,6.4,,
2018-12-02,17.4,6.61,,
2018-12-03,25.2,6.34,,
2018-12-04,17.1,6.43,,
2018-12-05,13.9,6.4,,
2018-12-06,14.4,6.43,,
2018-12-07,15,6.37,,
2018-12-08,17.9,6.34,,
2018-12-09,14.1,6.37,,
2018-12-10,22.6,6.37,,
2018-12-11,38.4,6.49,,
2018-12-12,45.02,6.49,,
2018-12-13,22.2,6.57,,
2018-12-14,37.1,6.54,,
2018-12-15,25.4,6.55,,
2018-12-16,29.5,6.55,,
2018-12-17,17.7,6.5,,
2018-12-18,24.7,6.34,,
2018-12-19,12.8,6.51,,
2018-12-20,25.3,6.28,,
2018-12-21,16.2,6.3,,
2018-12-22,10.4,6.39,,
2018-12-23,14.5,6.45,,
2018-12-24,17.4,6.5,,
2018-12-25,25.2,6.61,,
2018-12-26,17.1,6.7,,
2018-12-27,13.9,6.66,,
2018-12-28,7.18,6.51,,
2018-12-29,8,6.45,,
2018-12-30,7.3,6.29,,
2018-12-31,7.5,6.29,,
2019-01-01,20.6,6.48,,
2019-01-02,15.2,6.38,,
2019-01-03,14.8,6.36,,
2019-01-04,14.5,6.48,,
2019-01-05,18,6.35,,
2019-01-06,17.3,6.37,,
2019-01-07,15.9,6.3,,
2019-01-08,17,6.3,,
2019-01-09,11.1,6.37,,
2019-01-10,23.7,6.41,,
2019-01-11,16.9,6.46,,
2019-01-12,13.8,6.47,,
2019-01-13,9.32,6.4,,
2019-01-14,7.83,6.48,,
2019-01-15,9.4,6.8,,
2019-01-16,8,6.37,,
2019-01-17,10,6.4,,
2019-01-18,17.4,6.37,,
2019-01-19,17.6,6.49,,
2019-01-20,13,6.24,,
2019-01-21,12.1,6.48,,
2019-01-22,11.8,6.18,,
2019-01-23,12,6.38,,
2019-01-24,13.9,6.4,,
2019-01-25,13.6,6.5,,
2019-01-26,10.7,6.42,,
2019-01-27,18.5,6.42,,
2019-01-28,14,6.36,,
2019-01-29,30,6.3,,
2019-01-30,35,6.29,,
2019-01-31,25.5,6.87,,
2019-02-01,48.4,6.43,,
2019-02-02,19.2,6.29,,
2019-02-03,53.7,6.36,,
2019-02-04,36,6.36,,
2019-02-05,28.7,6.41,,
2019-02-06,26.8,6.29,,
2019-02-07,17.2,6.37,,
2019-02-08,31,6.45,,
2019-02-09,44,6.45,,
2019-02-10,24.8,6.42,,
2019-02-11,33.3,6.49,,
2019-02-12,26.8,7.04,,
2019-02-13,29.2,6.36,,
2019-02-14,34.2,6.45,,
2019-02-15,22.8,6.37,,
2019-02-16,21.6,6.39,,
2019-02-17,19.7,6.37,,
2019-02-18,22.7,6.5,,
2019-02-19,17.9,6.39,,
2019-02-20,14.8,6.47,,
2019-02-22,17.2,6.15,,
2019-02-23,15.1,6.4,,
2019-02-24,10.6,6.77,,
2019-02-25,14,6.4,,
2019-02-26,11.7,6.44,,
2019-02-27,11.4,6.38,,
2019-02-28,11.7,6.41,,
2019-03-01,9.46,6.39,,
2019-03-02,9.8,6.51,,
2019-03-03,8.64,6.5,,
2019-03-04,7.72,6.6,,
2019-03-05,7.02,6.6,,
2019-03-06,9.5,6.28,,
2019-03-07,9.71,6.31,,
2019-03-08,9.74,6.29,,
2019-03-09,7.57,6.39,,
2019-03-10,9.46,6.56,,
2019-03-11,7.07,6.7,,
